transaction_date,disclosure_date,ticker,asset_description,type,amount,senator,party,state,industry,sector
04/28/2023,05/15/2023,SNAP,Snap Inc. Class A Common Stock,sale_full,"$1,001 - $15,000",John W. Hickenlooper,Democrat,CO,"Computer Software: Programming, Data Processing",Technology
04/28/2023,05/15/2023,PINS,"Pinterest, Inc. Class A Common Stock",sale_full,"$1,001 - $15,000",John W. Hickenlooper,Democrat,CO,,
04/12/2023,05/15/2023,CARG,"CarGurus, Inc. - Class A Common Stock",sale_full,"$1,001 - $15,000",John W. Hickenlooper,Democrat,CO,Interactive Media,Technology
04/12/2023,05/15/2023,BBY,"Best Buy Co., Inc. Common Stock",sale_full,"$1,001 - $15,000",John W. Hickenlooper,Democrat,CO,Consumer Electronics/Video Chains,Consumer Services
05/01/2023,05/15/2023,CMG,"Chipotle Mexican Grill, Inc. Common Stock",sale_partial,"$100,001 - $250,000",John W. Hickenlooper,Democrat,CO,Restaurants,Consumer Services
05/11/2023,05/11/2023,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Rick Scott,,,,
04/28/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $15.00 <br> <em>Expires:</em> 01/19/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/28/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 06/21/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/28/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 01/19/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/28/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 06/21/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/28/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 06/21/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/28/2023,05/11/2023,F,Ford Motor Company Common Stock,purchase,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Auto Manufacturing,Capital Goods
04/27/2023,05/11/2023,F,Ford Motor Company Common Stock,purchase,"$100,001 - $250,000",Tommy Tuberville,Republican,AL,Auto Manufacturing,Capital Goods
04/26/2023,05/11/2023,F,Ford Motor Company Common Stock,purchase,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Auto Manufacturing,Capital Goods
04/26/2023,05/11/2023,ATVI,"Activision Blizzard, Inc - Common Stock",sale_full,"$100,001 - $250,000",Tommy Tuberville,Republican,AL,Computer Software: Prepackaged Software,Technology
04/24/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $18.00 <br> <em>Expires:</em> 01/19/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/24/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $16.00 <br> <em>Expires:</em> 01/19/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/24/2023,05/11/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $16.00 <br> <em>Expires:</em> 01/19/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/24/2023,05/11/2023,X,United States Steel Corporation Common Stock,sale_partial,"$50,001 - $100,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
04/24/2023,05/11/2023,X,United States Steel Corporation Common Stock,sale_partial,"$100,001 - $250,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
04/24/2023,05/11/2023,CLF,Cleveland-Cliffs Inc. Common Stock,purchase,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
04/18/2023,05/11/2023,OXY,"Occidental Petroleum Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $60.00 <br> <em>Expires:</em> 06/21/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Oil & Gas Production,Energy
04/14/2023,05/11/2023,KMB,"Kimberly-Clark Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $135.00 <br> <em>Expires:</em> 10/20/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Containers/Packaging,Consumer Durables
04/14/2023,05/11/2023,MMM,3M Company Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Medical/Dental Instruments,Health Care
04/14/2023,05/11/2023,MRO,"Marathon Oil Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/15/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Oil & Gas Production,Energy
04/10/2023,05/11/2023,KR,"Kroger Company (The) Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $48.00 <br> <em>Expires:</em> 10/20/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Food Chains,Consumer Services
04/10/2023,05/11/2023,MDLZ,"Mondelez International, Inc. - Class A Common Stoc <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $70.00 <br> <em>Expires:</em> 01/19/2024 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Packaged Foods,Consumer Non-Durables
04/10/2023,05/11/2023,PARA,"Paramount Global - Class B Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 09/15/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Movies/Entertainment,Consumer Discretionary
04/10/2023,05/11/2023,HPQ,"HP Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $29.00 <br> <em>Expires:</em> 11/17/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Computer Manufacturing,Technology
04/04/2023,05/11/2023,TSLA,"Tesla, Inc. - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $190.00 <br> <em>Expires:</em> 12/15/2023 </div>",sale_partial,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Auto Manufacturing,Capital Goods
04/03/2023,05/11/2023,TXN,"Texas Instruments Incorporated - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $180.00 <br> <em>Expires:</em> 10/20/2023 </div>",sale_partial,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,XP,XP Inc. - Class A Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Investment Bankers/Brokers/Service,Finance
04/03/2023,05/11/2023,VCTR,"Victory Capital Holdings, Inc. - Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Investment Managers,Finance
04/03/2023,05/11/2023,VZ,Verizon Communications Inc. Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Telecommunications Equipment,Public Utilities
04/03/2023,05/11/2023,TREX,"Trex Company, Inc. Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,,
04/03/2023,05/11/2023,MMM,3M Company Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Medical/Dental Instruments,Health Care
04/03/2023,05/11/2023,TMO,Thermo Fisher Scientific Inc Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Machinery/Components,Capital Goods
04/03/2023,05/11/2023,MSFT,"Microsoft Corporation - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $250.00 <br> <em>Expires:</em> 11/17/2023 </div>",sale_partial,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Computer Software: Prepackaged Software,Technology
04/03/2023,05/11/2023,TSLA,"Tesla, Inc. - Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Auto Manufacturing,Capital Goods
04/03/2023,05/11/2023,SKY,Skyline Champion Corporation Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Homebuilding,Consumer Discretionary
04/03/2023,05/11/2023,SSD,"Simpson Manufacturing Company, Inc. Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Machinery/Components,Consumer Discretionary
04/03/2023,05/11/2023,SCI,Service Corporation International Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Other Consumer Services,Consumer Services
04/03/2023,05/11/2023,QSR,Restaurant Brands International Inc,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Restaurants,Consumer Services
04/03/2023,05/11/2023,REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Major Pharmaceuticals,Health Care
04/03/2023,05/11/2023,RRC,Range Resources Corporation Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Oil & Gas Production,Energy
04/03/2023,05/11/2023,RH,RH Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Other Specialty Stores,Consumer Discretionary
04/03/2023,05/11/2023,PHM,"PulteGroup, Inc. Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Homebuilding,Capital Goods
04/03/2023,05/11/2023,PAM,Pampa Energia S.A. Pampa Energia S.A.,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Electric Utilities: Central,Utilities
04/03/2023,05/11/2023,NSC,Norfolk Southern Corporation Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Railroads,Transportation
04/03/2023,05/11/2023,NDSN,Nordson Corporation - Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Machinery/Components,Industrials
04/03/2023,05/11/2023,NVDA,NVIDIA Corporation - Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,MCO,Moody's Corporation Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Finance: Consumer Services,Finance
04/03/2023,05/11/2023,MPWR,"Monolithic Power Systems, Inc. - Common Stock",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,MPWR,"Monolithic Power Systems, Inc. - Common Stock",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,MTD,"Mettler-Toledo International, Inc. Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Biotechnology: Laboratory Analytical Instruments,Capital Goods
04/03/2023,05/11/2023,MMC,"Marsh &amp; McLennan Companies, Inc. Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Specialty Insurers,Finance
04/03/2023,05/11/2023,MKSI,"MKS Instruments, Inc. - Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Machinery/Components,Industrials
04/03/2023,05/11/2023,LMST,"Limestone Bancorp, Inc. - Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Major Banks,Finance
04/03/2023,05/11/2023,ITW,Illinois Tool Works Inc. Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Machinery/Components,Technology
04/03/2023,05/11/2023,IDXX,"IDEXX Laboratories, Inc. - Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
04/03/2023,05/11/2023,GFI,Gold Fields Limited American Depositary Shares,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Materials
04/03/2023,05/11/2023,FLT,"FleetCor Technologies, Inc. Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,EDP Services,Technology
04/03/2023,05/11/2023,META,"Meta Platforms, Inc. - Class A Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Internet and Information Services,Technology
04/03/2023,05/11/2023,ETSY,"Etsy, Inc. - Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Business Services,Miscellaneous
04/03/2023,05/11/2023,EW,Edwards Lifesciences Corporation Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Specialties,Health Care
04/03/2023,05/11/2023,DQ,"DAQO New Energy Corp. American Depositary Shares,",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,CROX,"Crocs, Inc. - Common Stock",sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Shoe Manufacturing,Consumer Discretionary
04/03/2023,05/11/2023,CSCO,"Cisco Systems, Inc. - Common Stock",sale_full,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Computer Communications Equipment,Technology
04/03/2023,05/11/2023,ANET,"Arista Networks, Inc. Common Stock",sale_full,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,,
04/03/2023,05/11/2023,AMT,American Tower Corporation (REIT) Common Stock,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Real Estate Investment Trusts,Consumer Services
04/03/2023,05/11/2023,ALLE,Allegion plc Ordinary Shares,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Diversified Commercial Services,Consumer Services
04/03/2023,05/11/2023,ABBV,AbbVie Inc. Common Stock,sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Major Pharmaceuticals,Health Care
04/03/2023,05/11/2023,GSK,GSK plc American Depositary Shares (Each represent,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Major Pharmaceuticals,Health Care
04/03/2023,05/11/2023,GNTX,Gentex Corporation - Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Auto Parts:O.E.M.,Consumer Discretionary
04/03/2023,05/11/2023,GRMN,Garmin Ltd. - Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Industrial Machinery/Components,Industrials
04/03/2023,05/11/2023,DIOD,Diodes Incorporated - Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,CBSH,"Commerce Bancshares, Inc. - Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Major Banks,Finance
04/03/2023,05/11/2023,CRUS,"Cirrus Logic, Inc. - Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,AVGO,Broadcom Inc. - Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
04/03/2023,05/11/2023,ADSK,"Autodesk, Inc. - Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Computer Software: Prepackaged Software,Technology
04/03/2023,05/11/2023,APH,Amphenol Corporation Common Stock,purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Electrical Products,Capital Goods
04/03/2022,05/11/2023,A,"Agilent Technologies, Inc. Common Stock",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Biotechnology: Laboratory Analytical Instruments,Capital Goods
05/10/2023,05/10/2023,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Gary C. Peters,,,,
04/26/2023,05/01/2023,NVS,Novartis AG Common Stock,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Major Pharmaceuticals,Health Care
04/26/2023,05/01/2023,TMO,Thermo Fisher Scientific Inc Common Stock,sale_partial,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Industrial Machinery/Components,Capital Goods
04/17/2023,05/01/2023,FIMKX,Fidelity Advisor Emerging Markets Fund Class I,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,FCPIX,Fidelity Advisor International Capital Appreciat,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,JHMM,John Hancock Multifactor Mid Cap ETF,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,SBIO,Alps Medical Breakthroughs ETF,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,LGI,Lazard Global Total Return and Income Fund Common,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,BRKR,Bruker Corporation - Common Stock,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Biotechnology: Laboratory Analytical Instruments,Capital Goods
04/17/2023,05/01/2023,AVNT,Avient Corporation Common Stock,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Major Chemicals,Industrials
04/17/2023,05/01/2023,FDN,First Trust Dow Jones Internet ETF,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,RTH,VanEck Retail ETF,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,SNDR,"Schneider National, Inc. Common Stock",sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Trucking Freight/Courier Services,Industrials
04/17/2023,05/01/2023,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth F,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
04/17/2023,05/01/2023,MRVL,Marvell Technology Group Ltd. - Common Stock,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Semiconductors,Technology
04/17/2023,05/01/2023,ALGM,"Allegro MicroSystems, Inc. - Common Stock",sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Semiconductors,Technology
04/17/2023,05/01/2023,DIOD,Diodes Incorporated - Common Stock,sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Semiconductors,Technology
04/17/2023,05/01/2023,VSH,"Vishay Intertechnology, Inc. Common Stock",sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Industrial Machinery/Components,Technology
04/13/2023,05/01/2023,UAA,"Under Armour, Inc. Class A Common Stock",sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Apparel,Consumer Non-Durables
04/13/2023,05/01/2023,UA,"Under Armour, Inc. Class C Common Stock",sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Apparel,Consumer Non-Durables
04/13/2023,05/01/2023,CSCO,"Cisco Systems, Inc. - Common Stock",sale_full,"$15,001 - $50,000",Thomas R. Carper,Democrat,DE,Computer Communications Equipment,Technology
04/11/2023,05/01/2023,ITW,Illinois Tool Works Inc. Common Stock,sale_full,"$15,001 - $50,000",Tammy Duckworth,Democrat,IL,Industrial Machinery/Components,Technology
04/20/2023,04/20/2023,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Blumenthal,,,,
04/05/2023,04/19/2023,CSII,"Cardiovascular Systems, Inc. - Common Stock",sale_full,"$50,001 - $100,000",Tina Smith,Democrat,MN,Medical/Dental Instruments,Health Care
04/05/2023,04/19/2023,MDT,Medtronic plc. Ordinary Shares,sale_full,"$100,001 - $250,000",Tina Smith,Democrat,MN,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
04/05/2023,04/19/2023,CSII,"Cardiovascular Systems, Inc. - Common Stock",sale_full,"$50,001 - $100,000",Tina Smith,Democrat,MN,Medical/Dental Instruments,Health Care
03/14/2023,04/12/2023,TFC,Truist Financial Corporation Common Stock,purchase,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,Major Banks,Finance
03/14/2023,04/12/2023,O,Realty Income Corporation Common Stock,purchase,"$15,001 - $50,000",Gary C. Peters,Democrat,MI,Real Estate Investment Trusts,Consumer Services
03/13/2023,04/12/2023,NUE,Nucor Corporation Common Stock,sale_full,"$50,001 - $100,000",Gary C. Peters,Democrat,MI,Steel/Iron Ore,Basic Industries
03/21/2023,04/12/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $21.00 <br> <em>Expires:</em> 10/20/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
03/21/2023,04/12/2023,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $18.00 <br> <em>Expires:</em> 10/20/2023 </div>",sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
03/21/2023,04/12/2023,TSM,"Taiwan Semiconductor Manufacturing Company Ltd. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $75.00 <br> <em>Expires:</em> 09/15/2023 </div>",purchase,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Semiconductors,Technology
03/21/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/21/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/21/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/21/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/21/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$50,001 - $100,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/21/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$50,001 - $100,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/21/2023,04/12/2023,CLF,Cleveland-Cliffs Inc. Common Stock,purchase,"$50,001 - $100,000",Tommy Tuberville,Republican,AL,Precious Metals,Basic Industries
03/20/2023,04/12/2023,X,United States Steel Corporation Common Stock,sale_partial,"$50,001 - $100,000",Tommy Tuberville,Republican,AL,Steel/Iron Ore,Industrials
03/10/2023,04/12/2023,KMB,Kimberly-Clark Corporation Common Stock,purchase,"$15,001 - $50,000",Tommy Tuberville,Republican,AL,Containers/Packaging,Consumer Durables
03/06/2023,04/12/2023,BMO,Bank of Montreal,sale_full,"$1,001 - $15,000",Tommy Tuberville,Republican,AL,,
